submission_ID,avg_temp_c
1,8.126145517381312
2,7.786803274253954
3,7.431132709020821
4,7.084758023139997
5,6.887771286326144
6,7.001295039663507
7,7.0675850889274585
8,14.613636172396262
9,14.507917493540312
10,14.333175222734425
11,14.159362541286985
12,14.068126748537079
13,13.929481161685803
14,13.829896314617265
15,26.749873524427677
16,26.801836715097807
17,26.752438020170384
18,26.735562286836878
19,26.799705219774896
20,26.782165200945364
21,26.731335315188005
22,-1.3544305412704034
23,-1.432712024496662
24,-1.3271345498754545
25,-1.189485520561183
26,-1.301333021044278
27,-1.416965637548322
28,-1.2212224958007631
29,24.627913506363438
30,24.665627663420057
31,24.56061260070451
32,24.849990803852283
33,24.729512523866905
34,24.63855903244307
35,24.81454237796854
36,19.89651592164374
37,20.091059401525516
38,20.4331442170542
39,20.618288687156106
40,20.89525590465591
41,20.980951032323958
42,20.57197954480295
43,3.451340542829527
44,3.538753637195036
45,3.3706804164592743
46,3.303946000822215
47,3.452620735405043
48,3.2052431010744336
49,2.845029559663409
50,19.709034592766415
51,19.62294516226384
52,19.536438770659668
53,19.462454725037006
54,19.638636901993607
55,19.577739996492053
56,19.350426433172558
57,19.17775111116788
58,19.262627133816615
59,19.253621908317967
60,19.19128093167319
61,19.222905931166792
62,19.32997389428661
63,19.313174184339033
64,-2.362054372288993
65,-2.587144376341886
66,-2.9324499432843822
67,-3.0375288470249178
68,-3.1305360520284644
69,-3.304125416217625
70,-3.644650033924444
71,6.85465370226753
72,6.724603658425846
73,6.811151477722769
74,6.727194250537637
75,6.4502328303932845
76,6.109024915273792
77,5.918870209163284
78,2.512014152651332
79,2.069984613529151
80,1.3808411353151513
81,1.2284883993709208
82,1.244912360819388
83,1.3555189764951194
84,0.900491861838006
85,2.3168796925172668
86,1.9970657814686366
87,1.5488361441652607
88,1.1763298606315722
89,0.9035450381164303
90,0.9698804193003152
91,0.8902175424726142
92,24.112763075019163
93,24.09876978443927
94,24.04379831098252
95,24.06961235422949
96,24.118747532297725
97,24.001100507741057
98,23.97327271554998
99,20.747253781643014
100,20.649204039976294
101,20.67687958641945
102,20.51720879821073
103,20.53584491773438
104,20.545633230282984
105,20.516578687914194
106,27.147800985294985
107,27.150086774340018
108,27.181577795779525
109,27.173241349410805
110,27.247037970235663
111,27.25708572190911
112,27.184333572155943
113,-5.950580952740187
114,-6.05580976009218
115,-6.255558028329543
116,-6.20274380298758
117,-6.546395454804712
118,-7.010939958626118
119,-7.59672421635676
120,25.581977910049936
121,25.554074564559468
122,25.730095757562786
123,25.677515798826782
124,25.552362918709623
125,25.48769265673477
126,25.678638877056606
127,-4.668390901637542
128,-4.644017259002638
129,-4.718872250600166
130,-4.543205778216876
131,-4.695503357934882
132,-4.323193286524708
133,-4.179670194970038
134,26.896673239224953
135,27.132543382419318
136,26.96589015003436
137,26.779767451695612
138,26.696278067196364
139,26.64975314628998
140,26.47252669400664
141,5.418723127934829
142,5.291945019332763
143,5.022183220296437
144,4.909125877367746
145,4.939613647012319
146,4.729816489595413
147,4.473419930517544
148,3.0598613271295765
149,3.0857131717176856
150,2.926086296499763
151,2.9318526607852506
152,3.0403988098213093
153,2.835297952199496
154,2.436223410538105
155,-14.883939614904314
156,-15.430709882847028
157,-15.14290428455311
158,-15.15473423533943
159,-15.469466117416287
160,-15.509071458977548
161,-15.053710434892865
162,25.29988499407046
163,25.322493074646072
164,25.292217373225874
165,25.325079657009326
166,25.158054171241258
167,25.17840007127291
168,25.1730411549992
169,24.624078002778788
170,24.60343695562252
171,24.49461906660447
172,24.535894739183362
173,24.504994117086056
174,24.542853330060943
175,24.632774798871257
176,27.506730029137742
177,27.51456727258344
178,27.56575090897345
179,27.570889012518023
180,27.542586925829216
181,27.5011309467492
182,27.509735591399238
183,-1.23773221037336
184,-1.3859462673519145
185,-1.6445539816908834
186,-1.6482263989376635
187,-1.6033220231161822
188,-1.8779227839369828
189,-2.0107294339817656
190,-1.1327060428281719
191,-1.3966295220790723
192,-1.5331934908521978
193,-1.5913706957867744
194,-1.6341046666828056
195,-1.8807605182889215
196,-1.9746646359709699
197,7.830552634455497
198,7.61822096099026
199,7.54976862576287
200,7.536193683929211
201,7.4648910997943645
202,7.149567512407617
203,6.935152696832002
204,27.357501589780345
205,27.357991859256416
206,27.416801697381814
207,27.364402974768616
208,27.404198169630455
209,27.29591927232886
210,27.267109166247266
211,0.4345694303884855
212,0.38064614177391576
213,0.2521854931981551
214,0.424108107268788
215,0.4156439942100185
216,0.16050047485499874
217,-0.04635925001328722
218,4.08838042286731
219,4.099354747743349
220,4.0856165244417575
221,4.221639073325667
222,4.102123647843762
223,3.7683328458132976
224,3.550584418856144
225,28.202928704176944
226,28.157054435549217
227,28.166357565137695
228,28.176688276849763
229,28.11636045718439
230,28.053161393407894
231,28.010811137067467
232,11.687940907691651
233,11.41852517390069
234,11.17939162312919
235,10.817008763933504
236,10.675288873067332
237,10.711142651167382
238,10.735430781522027
239,27.413437487852484
240,27.355862155031243
241,27.422014055736177
242,27.350325361664986
243,27.461946162588866
244,27.408477322880888
245,27.246833039418966
246,19.655890643027593
247,19.597561475554116
248,19.729264214890694
249,19.720192335453042
250,19.87278838496806
251,19.73364838661746
252,19.75903516836051
253,2.8549220251248553
254,2.7308705914449156
255,2.3917727542570066
256,2.3387674622498977
257,2.3650553253775755
258,2.2724593229083343
259,1.8724867886198275
260,12.094249464973535
261,12.305297227718528
262,12.553784937260595
263,12.72349382076501
264,12.673291146912984
265,12.623960495338618
266,12.658608942713418
267,27.64010811110519
268,27.609096264342046
269,27.54520591929389
270,27.593593311112546
271,27.46792570201527
272,27.493009635168242
273,27.448819042684196
274,5.958951864101193
275,5.995245257063631
276,6.066996988761808
277,6.275971175179393
278,6.32911965266652
279,6.247283867068472
280,6.041930313426693
281,7.277460199612905
282,7.266961168942398
283,7.4064256061557305
284,7.19149989215009
285,6.993499687794593
286,6.813224939987439
287,6.811462757087094
288,10.017937331595533
289,9.70010311993581
290,9.371093275741964
291,9.243531699399881
292,9.363786528217629
293,9.575959007741474
294,9.413402953124397
295,5.8410112223649975
296,5.75135190671852
297,5.630778931382103
298,5.591402277006205
299,5.3583908986471105
300,5.24148348069901
301,5.264130697836521
302,27.75593354731359
303,27.797753231821037
304,27.644494021185288
305,27.76606925169156
306,27.796706171042345
307,27.77407737376797
308,27.787622184788926
309,-4.071809161192108
310,-4.819391473851081
311,-4.976597723024345
312,-4.780673130441059
313,-4.9295908016739745
314,-5.279393093088659
315,-5.562269401082855
316,-1.997463097599094
317,-2.2562892334414046
318,-2.5937482852246463
319,-2.620711434667623
320,-2.6815141533393385
321,-2.807170746362627
322,-3.0917072788907003
323,5.075072815920826
324,4.919932559373632
325,4.772579430661269
326,4.845970841501437
327,4.540898626131931
328,4.302070177425865
329,3.993543863748336
330,3.094179372350011
331,2.715037514212847
332,2.383217904245541
333,2.2450736491882815
334,1.9226461060101183
335,1.8167338071741224
336,1.7057335171893193
337,20.836599818304578
338,20.81986576993469
339,20.812898406907372
340,20.85214736770752
341,20.785931131699595
342,20.71242761696983
343,20.706464897031957
344,24.433320222700743
345,24.57404677188295
346,24.490730396161783
347,24.415746922876984
348,24.534862383092268
349,24.434242546615195
350,24.174007679747973
351,14.240641156756695
352,14.008316677070347
353,13.823011082295798
354,13.744418768713993
355,13.63100973358804
356,13.684070823055103
357,13.776422262205116
358,23.00066053305232
359,22.97467528620829
360,23.04616291382151
361,23.07371228260233
362,23.0932640275641
363,23.075889408116513
364,23.16848054071355
365,11.055021885270694
366,10.900196313154794
367,10.761926243179278
368,10.63976289430542
369,10.499576511584705
370,10.622649930344437
371,10.533548340330995
372,8.55965519420082
373,8.214735751791249
374,8.007138084687256
375,7.731705922538508
376,7.57658031714527
377,7.467646603684047
378,7.579497419963481
379,13.019569685853106
380,12.831709090617519
381,12.598382356161935
382,12.483625352278446
383,12.61466172609757
384,12.434798387912366
385,12.39578535030799
386,26.98313833866551
387,26.986773953865413
388,26.884749113448187
389,26.984790135986465
390,27.011029298172083
391,26.970608096899394
392,26.943982639117753
393,24.13171712380068
394,24.08996430422507
395,23.991107162815318
396,24.099858531301557
397,24.160570476882356
398,24.0657404925296
399,24.079038609955216
400,10.13602912316085
401,10.179225624579177
402,10.25092953580411
403,10.18476710556857
404,10.254584194322828
405,10.222767328769853
406,10.280874046434517
407,17.93031586387121
408,17.928228091943453
409,17.79875140539364
410,17.713639170297146
411,17.843763274869282
412,17.948332108523527
413,18.246375439443227
414,26.243556825688614
415,26.194565345460582
416,26.2726996352507
417,26.131983835860304
418,26.165384779398995
419,26.26857547115048
420,26.264039533331143
421,23.794577112951828
422,23.8191747953339
423,23.810019706569967
424,23.905917526681165
425,23.952788428643746
426,23.667424757049545
427,23.76011370033565
428,-6.723200075268629
429,-7.009451194806198
430,-7.22873102742906
431,-7.091211309540146
432,-7.0564494313523145
433,-6.813645740136673
434,-6.5953930966236385
435,-0.5777996032877546
436,-0.6470100059523451
437,-0.6960731464872483
438,-0.6575921607048381
439,-0.566463543235427
440,-0.7397368357374656
441,-0.8819939425394514
442,23.465231527077172
443,23.422305973647134
444,23.288655090763864
445,23.23915873176835
446,23.274311819474626
447,23.25709536522913
448,23.130348466601063
449,27.043699789691118
450,27.155212294742014
451,27.15734035248536
452,27.128429979817437
453,27.21864758829548
454,27.203058842291597
455,27.0980991044774
456,1.230686907983161
457,1.1253231179698808
458,0.8112609991535535
459,0.9063176862931748
460,0.9529397090205727
461,0.54958183345809
462,0.21879938512081054
463,20.072093278873634
464,19.893792342413555
